listing-location,price,bed,bath,listing-floorarea,harga_permeter_persegi,price_formatted,district,sub-district,area
"Precia, BSD, Tangerang Selatan, Banten",3200000000.0,2.0,2.0,144.0,26666667.0,"3,200,000,000",,,BSD
"Gading Serpong, Tangerang Selatan, Banten",700000000.0,2.0,2.0,60.0,11666667.0,"700,000,000",Serpong,Serpong,Gading Serpong
"BSD, Tangerang Selatan, Banten",2350000000.0,4.0,3.0,133.0,20982143.0,"2,350,000,000",,,BSD
"Bintaro, Tangerang Selatan, Banten",1900000000.0,3.0,2.0,150.0,19791667.0,"1,900,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",2950000000.0,4.0,3.0,168.0,21071429.0,"2,950,000,000",,Bintaro,Bintaro
"Cluster orlanda, Alam Sutera, Tangerang Selatan, Banten",6200000000.0,4.0,3.0,247.0,20666667.0,"6,200,000,000",,,Alam Sutera
"BSD, Tangerang Selatan, Banten",700000000.0,2.0,2.0,60.0,11666667.0,"700,000,000",,,BSD
"Jalan Haji Emba, Pamulang, Tangerang Selatan, Banten",700000000.0,2.0,1.0,40.0,10000000.0,"700,000,000",Pamulang,,Pamulang
"cirendeu, Ciputat Timur, Tangerang Selatan, Banten",3400000000.0,3.0,3.0,268.0,15178571.0,"3,400,000,000",Ciputat,Ciputat,Cirendeu
"Jalan Poncol Indah, Ciputat, Tangerang Selatan, Banten",1400000000.0,3.0,2.0,92.0,22222222.0,"1,400,000,000",Ciputat,Ciputat,
"Pondok Aren, Tangerang Selatan, Banten",1900000000.0,3.0,3.0,140.0,18811881.0,"1,900,000,000",Pondok Aren,Pondok Aren,
"SUTERA RENATA BOULEVARD, Alam Sutera, Tangerang Selatan, Banten",9000000000.0,5.0,5.0,360.0,18750000.0,"9,000,000,000",,,Alam Sutera
"Alam Sutera, Tangerang Selatan, Banten",5000000000.0,4.0,4.0,200.0,16666667.0,"5,000,000,000",,,Alam Sutera
"Bintaro, Tangerang Selatan, Banten",1350000000.0,2.0,1.0,54.0,15000000.0,"1,350,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",3500000000.0,5.0,3.0,250.0,19662921.0,"3,500,000,000",,Bintaro,Bintaro
"Jalan Precia Utama, BSD, Tangerang Selatan, Banten",3500000000.0,4.0,4.0,171.0,25925926.0,"3,500,000,000",,,BSD
"Eminemt BSD, BSD, Tangerang Selatan, Banten",3000000000.0,4.0,3.0,150.0,28571429.0,"3,000,000,000",,,BSD
"Jombang Sudimara, Bintaro, Tangerang Selatan, Banten",1650000000.0,4.0,2.0,76.0,20886076.0,"1,650,000,000",,Bintaro,Bintaro
"Serpong Lagoon, Setu, Tangerang Selatan, Banten",950000000.0,2.0,1.0,72.0,9895833.0,"950,000,000",Serpong,Serpong,Serpong
"BSD, Tangerang Selatan, Banten",10000000000.0,6.0,4.0,426.0,11723329.0,"10,000,000,000",,,BSD
"Jalan Haji Rabun, Ciputat, Tangerang Selatan, Banten",787000000.0,2.0,1.0,40.0,8744444.0,"787,000,000",Ciputat,Ciputat,
"Jl Red Diamond, Lengkong Gudang, Serpong, Serpong, Tangerang Selatan, Banten",2250000000.0,4.0,3.0,156.0,16544118.0,"2,250,000,000",Serpong,Lengkong Gudang,Serpong
"BSD, Tangerang Selatan, Banten",22000000000.0,4.0,4.0,350.0,45833333.0,"22,000,000,000",,,BSD
"BSD, Tangerang Selatan, Banten",2899999999.0,4.0,3.0,150.0,27619048.0,"2,899,999,999",,,BSD
"Jl.Palapa Sarua, Ciputat, Ciputat, Tangerang Selatan, Banten",1000000000.0,3.0,2.0,65.0,8547009.0,"1,000,000,000",Ciputat,Ciputat,
"Alam Sutera, Tangerang Selatan, Banten",2290000000.0,4.0,4.0,120.0,28625000.0,"2,290,000,000",,,Alam Sutera
"BSD, Tangerang Selatan, Banten",5499999999.0,4.0,4.0,360.0,18333333.0,"5,499,999,999",,,BSD
"BSD, Tangerang Selatan, Banten",1590000000.0,3.0,2.0,110.0,16224490.0,"1,590,000,000",,,BSD
"BSD, Tangerang Selatan, Banten",1499999999.0,3.0,2.0,78.0,20833333.0,"1,499,999,999",,,BSD
"Alam Sutera, Tangerang Selatan, Banten",1950000000.0,4.0,4.0,120.0,24375000.0,"1,950,000,000",,,Alam Sutera
"BSD, Tangerang Selatan, Banten",2049999999.9999998,3.0,2.0,120.0,16269841.0,"2,050,000,000",,,BSD
"Hylands Greenwich Park, BSD, Tangerang Selatan, Banten",2750000000.0,4.0,4.0,133.0,21825397.0,"2,750,000,000",,,BSD
"Jl. Lengkong Kulon, Pagedangan, Tangerang Selatan, Banten, Pagedangan, Tangerang Selatan, Banten",1530000000.0,3.0,2.0,68.0,30600000.0,"1,530,000,000",,,
"BSD, Tangerang Selatan, Banten",2750000000.0,4.0,3.0,260.0,19097222.0,"2,750,000,000",,,BSD
"BSD, Tangerang Selatan, Banten",1099000000.0,2.0,2.0,48.0,26166667.0,"1,099,000,000",,,BSD
"BSD, Tangerang Selatan, Banten",2250000000.0,4.0,3.0,156.0,16544118.0,"2,250,000,000",,,BSD
"assana vanya park, BSD, Tangerang Selatan, Banten",2790000000.0,5.0,3.0,160.0,31000000.0,"2,790,000,000",,,BSD
"serenade lake, Gading Serpong, Tangerang Selatan, Banten",1850000000.0,3.0,3.0,108.0,16517857.0,"1,850,000,000",Serpong,Serpong,Gading Serpong
"Jl Red Diamond, Lengkong Gudang, Serpong, Serpong, Tangerang Selatan, Banten",2550000000.0,4.0,3.0,125.0,17708333.0,"2,550,000,000",Serpong,Lengkong Gudang,Serpong
"Vermont Parkland, Gading Serpong, Tangerang Selatan, Banten",6500000000.0,4.0,3.0,300.0,20700637.0,"6,500,000,000",Serpong,Serpong,Gading Serpong
"Jl BSD, Lengkong Gudang, Serpong, Serpong, Tangerang Selatan, Banten",4375000000.0,5.0,4.0,200.0,18153527.0,"4,375,000,000",Serpong,Lengkong Gudang,BSD
"Jl Kana 3 BSD, Lengkong Gudang, Serpong, Serpong, Tangerang Selatan, Banten",5499999000.0,6.0,4.0,250.0,16417907.0,"5,499,999,000",Serpong,Lengkong Gudang,BSD
"Graha Raya, Serpong Utara, Tangerang Selatan, Banten",3999999999.0,4.0,4.0,450.0,17777778.0,"3,999,999,999",Serpong,Serpong Utara,Serpong
"Mayfield Greenwich Park, BSD, Tangerang Selatan, Banten",5499999000.0,3.0,3.0,170.0,23504269.0,"5,499,999,000",,,BSD
"Bintaro, Tangerang Selatan, Banten",1850000000.0,3.0,2.0,100.0,15416667.0,"1,850,000,000",,Bintaro,Bintaro
"Kebayoran Symphony, Bintaro, Tangerang Selatan, Banten",6500000000.0,4.0,3.0,249.0,31862745.0,"6,500,000,000",,Bintaro,Bintaro
"BSD, Tangerang Selatan, Banten",2100000000.0,3.0,2.0,120.0,15555556.0,"2,100,000,000",,,BSD
"Jl.Palapa Sarua, Ciputat, Ciputat, Tangerang Selatan, Banten",1200000000.0,3.0,2.0,100.0,8000000.0,"1,200,000,000",Ciputat,Ciputat,
"BSD, Tangerang Selatan, Banten",2700000000.0,5.0,4.0,176.0,20454545.0,"2,700,000,000",,,BSD
"pelican, Gading Serpong, Tangerang Selatan, Banten",6200000000.0,4.0,3.0,225.0,21678322.0,"6,200,000,000",Serpong,Serpong,Gading Serpong
"BSD, Tangerang Selatan, Banten",6900000000.0,3.0,3.0,250.0,23000000.0,"6,900,000,000",,,BSD
"BSD, Tangerang Selatan, Banten",2850000000.0,4.0,3.0,180.0,21111111.0,"2,850,000,000",,,BSD
"Jl re martadinata cipayung ciputat tangsel, Ciputat, Tangerang Selatan, Banten",2500000000.0,4.0,4.0,200.0,13888889.0,"2,500,000,000",Ciputat,Ciputat,
"Setu, Tangerang Selatan, Banten",1200000000.0,3.0,2.0,72.0,11428571.0,"1,200,000,000",Setu,,
"Kebayoran Harmony Bintaro, Bintaro, Tangerang Selatan, Banten",2400000000.0,5.0,3.0,108.0,33333333.0,"2,400,000,000",,Bintaro,Bintaro
"Pamulang, Pamulang, Tangerang Selatan, Banten",1750000000.0,3.0,3.0,100.0,14583333.0,"1,750,000,000",Pamulang,,Pamulang
"BSD, Tangerang Selatan, Banten",2850000000.0,4.0,3.0,180.0,21111111.0,"2,850,000,000",,,BSD
"BSD, Tangerang Selatan, Banten",2700000000.0,5.0,4.0,176.0,20454545.0,"2,700,000,000",,,BSD
"Puri Town House, Bintaro, Tangerang Selatan, Banten",2750000000.0,3.0,2.0,220.0,22916667.0,"2,750,000,000",,Bintaro,Bintaro
"BSD, Tangerang Selatan, Banten",2700000000.0,6.0,3.0,256.0,21093750.0,"2,700,000,000",,,BSD
"Bintaro, Tangerang Selatan, Banten",5750000000.0,4.0,3.0,249.0,28186275.0,"5,750,000,000",,Bintaro,Bintaro
"Bukit Nusa Indah, BSD, Tangerang Selatan, Banten",1100000000.0,3.0,2.0,120.0,17187500.0,"1,100,000,000",,,BSD
"Bintaro, Tangerang Selatan, Banten",1600000000.0,4.0,2.0,110.0,17777778.0,"1,600,000,000",,Bintaro,Bintaro
"Pondok Aren, Tangerang Selatan, Banten",1050000000.0,1.0,1.0,45.0,17500000.0,"1,050,000,000",Pondok Aren,Pondok Aren,
"Jl.Palapa Sarua, Ciputat, Ciputat, Tangerang Selatan, Banten",1200000000.0,3.0,2.0,100.0,8000000.0,"1,200,000,000",Ciputat,Ciputat,
"BSD, Tangerang Selatan, Banten",3200000000.0,3.0,4.0,170.0,17777778.0,"3,200,000,000",,,BSD
"Bintaro, Tangerang Selatan, Banten",3200000000.0,4.0,3.0,200.0,26016260.0,"3,200,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",875000000.0,3.0,2.0,110.0,10294118.0,"875,000,000",,Bintaro,Bintaro
"Alam Sutera, Tangerang Selatan, Banten",6500000000.0,4.0,4.0,205.0,27083333.0,"6,500,000,000",,,Alam Sutera
"Bintaro, Tangerang Selatan, Banten",2560000000.0,4.0,3.0,120.0,23272727.0,"2,560,000,000",,Bintaro,Bintaro
"Ciputat Timur, Tangerang Selatan, Banten",1690000000.0,2.0,2.0,90.0,14083333.0,"1,690,000,000",Ciputat,Ciputat,
"Jl.Palapa Sarua, Ciputat, Ciputat, Tangerang Selatan, Banten",1000000000.0,3.0,2.0,65.0,8547009.0,"1,000,000,000",Ciputat,Ciputat,
"BSD Sevilla, Tangerang, Banten, BSD, Tangerang Selatan, Banten",2750000000.0,3.0,2.0,150.0,16975309.0,"2,750,000,000",,,BSD
"Bintaro, Tangerang Selatan, Banten",2500000000.0,3.0,3.0,250.0,13888889.0,"2,500,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",2600000000.0,4.0,3.0,220.0,14444444.0,"2,600,000,000",,Bintaro,Bintaro
"Bintaro Sektor 4, Bintaro, Tangerang Selatan, Banten",1500000000.0,4.0,3.0,110.0,16666667.0,"1,500,000,000",,Bintaro,Bintaro
"Pondok Aren, Tangerang Selatan, Banten",2600000000.0,4.0,3.0,250.0,5200000.0,"2,600,000,000",Pondok Aren,Pondok Aren,
"Sawah Baru, Ciputat, Tangerang Selatan, Banten",900000000.0,3.0,3.0,200.0,8411215.0,"900,000,000",Ciputat,Ciputat,
"Ciputat, Tangerang Selatan, Banten",1700000000.0,3.0,3.0,100.0,18681319.0,"1,700,000,000",Ciputat,Ciputat,
"BSD, Tangerang Selatan, Banten",2600000000.0,4.0,2.0,180.0,13000000.0,"2,600,000,000",,,BSD
"Ciputat Timur, Tangerang Selatan, Banten",1700000000.0,3.0,2.0,91.0,16666667.0,"1,700,000,000",Ciputat,Ciputat,
"Ciputat Timur, Tangerang Selatan, Banten",1800000000.0,3.0,2.0,91.0,16513761.0,"1,800,000,000",Ciputat,Ciputat,
"Bintaro, Tangerang Selatan, Banten",1300000000.0,3.0,2.0,172.0,21666667.0,"1,300,000,000",,Bintaro,Bintaro
"Jalan boulevard bsd city, BSD, Tangerang Selatan, Banten",19000000000.0,6.0,8.0,544.0,50666667.0,"19,000,000,000",,,BSD
"Ciputat Timur, Tangerang Selatan, Banten",2000000000.0,4.0,2.0,220.0,9302326.0,"2,000,000,000",Ciputat,Ciputat,
"BSD, Tangerang Selatan, Banten",35000000000.0,5.0,5.0,601.0,52631579.0,"35,000,000,000",,,BSD
"BSD, Tangerang Selatan, Banten",3000000000.0,4.0,4.0,165.0,26785714.0,"3,000,000,000",,,BSD
"Nusaloka Bsd, BSD, Tangerang Selatan, Banten",1525000000.0,4.0,2.0,150.0,14950980.0,"1,525,000,000",,,BSD
"Bintaro Jaya Sektor 7, Bintaro, Tangerang Selatan, Banten",5000000000.0,3.0,2.0,203.0,15873016.0,"5,000,000,000",,Bintaro,Bintaro
"BSD, Tangerang Selatan, Banten",3200000000.0,3.0,4.0,170.0,17777778.0,"3,200,000,000",,,BSD
"Jalan boulevard bsd city, BSD, Tangerang Selatan, Banten",5500000000.0,6.0,5.0,255.0,38194444.0,"5,500,000,000",,,BSD
"Jalan boulevard Navapark bsd city, BSD, Tangerang Selatan, Banten",16000000000.0,6.0,8.0,463.0,53333333.0,"16,000,000,000",,,BSD
"Mekar Baru, Ciputat Timur, Tangerang Selatan, Banten",1000000000.0,2.0,2.0,65.0,16666667.0,"1,000,000,000",Ciputat,Ciputat,
"Pamulang, Tangerang Selatan, Banten",777000000.0,2.0,1.0,90.0,6317073.0,"777,000,000",Pamulang,,Pamulang
"Ciputat, Tangerang Selatan, Banten",950000000.0,4.0,2.0,150.0,8119658.0,"950,000,000",Ciputat,Ciputat,
"Pamulang, Tangerang Selatan, Banten",3100000000.0,6.0,7.0,350.0,14027149.0,"3,100,000,000",Pamulang,,Pamulang
"Bintaro, Bintaro, Tangerang Selatan, Banten",1475000000.0,2.0,2.0,41.0,20486111.0,"1,475,000,000",,Bintaro,Bintaro
"Bale Pratama, Ciputat, Tangerang Selatan, Banten",1250000000.0,4.0,3.0,110.0,14367816.0,"1,250,000,000",Ciputat,Ciputat,
"Jl. Purnawarman, Pisangan, Ciputat Timur, Tangerang Selatan, Banten, Ciputat Timur, Tangerang Selatan, Banten",1750000000.0,3.0,2.0,60.0,24305556.0,"1,750,000,000",Ciputat,Ciputat,
"Jln kebon kopi, Serpong, Tangerang Selatan, Banten",600000000.0,3.0,3.0,66.0,10000000.0,"600,000,000",Serpong,Serpong,Serpong
"Jln kebon kopi pengasinan, Serpong, Tangerang Selatan, Banten",600000000.0,3.0,3.0,66.0,10000000.0,"600,000,000",Serpong,Serpong,Serpong
"Area BSD Serpong, Ciputat, Tangerang Selatan, Banten",699000000.0,2.0,2.0,50.0,11650000.0,"699,000,000",Ciputat,Ciputat,BSD
"Gg betet jln kebon kopi, Pamulang, Tangerang Selatan, Banten",600000000.0,3.0,3.0,66.0,10000000.0,"600,000,000",Pamulang,,Pamulang
"Jln kampung kebon kopi, Serpong, Tangerang Selatan, Banten",600000000.0,3.0,3.0,66.0,10000000.0,"600,000,000",Serpong,Serpong,Serpong
"Jln betet, Serpong, Tangerang Selatan, Banten",600000000.0,3.0,3.0,66.0,10000000.0,"600,000,000",Serpong,Serpong,Serpong
"Jln kebon kopi, BSD, Tangerang Selatan, Banten",600000000.0,3.0,3.0,66.0,10000000.0,"600,000,000",,,BSD
"., Pamulang, Tangerang Selatan, Banten",425000000.0,3.0,1.0,36.0,7083333.0,"425,000,000",Pamulang,,Pamulang
"Cluster Pasadena Grand Residence Serpong, Gading Serpong, Tangerang Selatan, Banten",8556800000.000001,7.0,5.0,314.0,35653333.0,"8,556,800,000",Serpong,Serpong,Gading Serpong
"Bintaro, Tangerang Selatan, Banten",1500000000.0,4.0,4.0,120.0,18518519.0,"1,500,000,000",,Bintaro,Bintaro
"Illago Gading Serpong, Serpong, Tangerang Selatan, Banten",2488300000.0,3.0,3.0,120.0,25919792.0,"2,488,300,000",Serpong,Serpong,Gading Serpong
"Bintaro, Pondok Aren, Bintaro, Tangerang Selatan, Banten",1300000000.0,3.0,2.0,87.0,19117647.0,"1,300,000,000",Pondok Aren,Pondok Aren,Bintaro
"Jalan Malibu Village Gading Serpong Tangerang, Gading Serpong, Tangerang Selatan, Banten",1342500000.0,2.0,2.0,63.0,27968750.0,"1,342,500,000",Serpong,Serpong,Gading Serpong
"Jalan Latigo Village Gading Serpong BSD, Gading Serpong, Tangerang Selatan, Banten",3258000000.0,3.0,3.0,110.0,21720000.0,"3,258,000,000",Serpong,Serpong,BSD
"Serpong, Tangerang Selatan, Banten",7545800000.0,5.0,4.0,229.0,37729000.0,"7,545,800,000",Serpong,Serpong,Serpong
"Ciputat, Ciputat, Tangerang Selatan, Banten",6500000000.0,7.0,6.0,316.0,14444444.0,"6,500,000,000",Ciputat,Ciputat,
"serpong park cluster emerald Blok E3 no.12, Serpong Utara, Tangerang Selatan, Banten",1440000000.0,2.0,1.0,55.0,12857143.0,"1,440,000,000",Serpong,Serpong Utara,Serpong
"jl. soka blok V2 No.12, rawabuntu tangsel, Serpong, Tangerang Selatan, Banten",2640000000.0,4.0,3.0,222.0,16296296.0,"2,640,000,000",Serpong,Serpong,Serpong
"Jl. otista raya  kav.E1, No.1, kedaung, pamulang, Pamulang, Tangerang Selatan, Banten",1530000000.0,4.0,2.0,156.0,14571429.0,"1,530,000,000",Pamulang,,Pamulang
"Jurang mangu timur, Pondok Aren, Tangerang Selatan, Banten",500000000.0,5.0,5.0,115.0,4347826.0,"500,000,000",Pondok Aren,Pondok Aren,
"Jl.palem puri timur, QB townhouse no. 4, bintaro, Bintaro, Tangerang Selatan, Banten",2900000000.0,4.0,4.0,181.0,15675676.0,"2,900,000,000",,Bintaro,Bintaro
"kencana hill residence Blok A no. 10, ciater, Serpong, Tangerang Selatan, Banten",1360000000.0,3.0,2.0,100.0,12142857.0,"1,360,000,000",Serpong,Serpong,Serpong
"Jl. haji mamat buaran serpong, Serpong, Tangerang Selatan, Banten",1640000000.0,3.0,2.0,105.0,22777778.0,"1,640,000,000",Serpong,Serpong,Serpong
"Cluster Matera Residence Gading Serpong, Gading Serpong, Tangerang Selatan, Banten",12985000000.0,5.0,4.0,432.0,43283333.0,"12,985,000,000",Serpong,Serpong,Gading Serpong
"Cluster Atlanta Village Gading Serpong, Gading Serpong, Tangerang Selatan, Banten",1775000000.0,2.0,2.0,82.0,22187500.0,"1,775,000,000",Serpong,Serpong,Gading Serpong
"Cluster Matera Village at Illago Boulevard Serpong, Serpong, Tangerang Selatan, Banten",13500000000.0,5.0,4.0,450.0,45000000.0,"13,500,000,000",Serpong,Serpong,Serpong
"Cluster Omaha Village Gading Serpong, Serpong Utara, Tangerang Selatan, Banten",2115000000.0000002,3.0,3.0,102.0,26437500.0,"2,115,000,000",Serpong,Serpong Utara,Gading Serpong
"Jalan Gading Serpong Boulevard, Serpong, Tangerang Selatan, Banten",6985000000.0,5.0,4.0,283.0,32337963.0,"6,985,000,000",Serpong,Serpong,Gading Serpong
"Cluster Pasadena Residence, Serpong Utara, Tangerang Selatan, Banten",1455000000.0,2.0,2.0,63.0,30312500.0,"1,455,000,000",Serpong,Serpong Utara,Serpong
"Cluster Pasadena Grand Residences, BSD, Tangerang Selatan, Banten",6985000000.0,5.0,5.0,283.0,32337963.0,"6,985,000,000",,,BSD
"Jalan Kelapa Dua Gading Serpong Tangerang, Gading Serpong, Tangerang Selatan, Banten",2158800000.0,2.0,2.0,82.0,26985000.0,"2,158,800,000",Serpong,Serpong,Gading Serpong
"Pasadena Grand Residence, Serpong, Tangerang Selatan, Banten",6899000000.0,5.0,4.0,283.0,31939815.0,"6,899,000,000",Serpong,Serpong,Serpong
"Jalan Matera Boulevard Gading Serpong BSD, Gading Serpong, Tangerang Selatan, Banten",10695700000.0,5.0,4.0,342.0,44565417.0,"10,695,700,000",Serpong,Serpong,BSD
"Jalan Sumatera, Pondok Aren, Tangerang Selatan, Banten",1649000000.0,3.0,4.0,250.0,13087302.0,"1,649,000,000",Pondok Aren,Pondok Aren,
"Jalan Jenderal Gatot Subroto Gading Serpong, Gading Serpong, Tangerang Selatan, Banten",2634000000.0,3.0,3.0,96.0,20904762.0,"2,634,000,000",Serpong,Serpong,Gading Serpong
"Jalan Gading Serpon, Gading Serpong, Tangerang Selatan, Banten",6895000000.0,5.0,4.0,283.0,32219626.0,"6,895,000,000",Serpong,Serpong,Gading Serpong
"Cluster Alicante kawasan Andalucia Gading Serpong, Gading Serpong, Tangerang Selatan, Banten",5236000000.0,4.0,4.0,179.0,20944000.0,"5,236,000,000",Serpong,Serpong,Gading Serpong
"Jl. Discovery Aluvia, Bintaro, Tangerang Selatan, Banten",1700000000.0,3.0,2.0,90.0,28333333.0,"1,700,000,000",,Bintaro,Bintaro
"BSD, Tangerang Selatan, Banten",24500000000.0,5.0,5.0,1200.0,20416667.0,"24,500,000,000",,,BSD
"Jalan BSD raya Gading Serpong Tangerang, BSD, Tangerang Selatan, Banten",1558800000.0,2.0,2.0,63.0,32475000.0,"1,558,800,000",Serpong,Serpong,BSD
"Serpong Utara, Tangerang Selatan, Banten",1300000000.0,3.0,2.0,80.0,18055556.0,"1,300,000,000",Serpong,Serpong Utara,Serpong
"Griya Loka BSD City, BSD, Tangerang Selatan, Banten",3200000000.0,6.0,5.0,340.0,11428571.0,"3,200,000,000",,,BSD
"Puspita Loka BSD City, BSD, Tangerang Selatan, Banten",3250000000.0,3.0,3.0,200.0,13485477.0,"3,250,000,000",,,BSD
"Giriloka BSD City, BSD, Tangerang Selatan, Banten",4950000000.0,3.0,3.0,300.0,12406015.0,"4,950,000,000",,,BSD
"Bukit Golf BSD City, BSD, Tangerang Selatan, Banten",35000000000.0,5.0,7.0,815.0,26923077.0,"35,000,000,000",,,BSD
"The Icon BSD City, BSD, Tangerang Selatan, Banten",8199999999.999999,4.0,4.0,350.0,37272727.0,"8,200,000,000",,,BSD
"Kencana Loka BSD City, BSD, Tangerang Selatan, Banten",1350000000.0,3.0,2.0,70.0,16071429.0,"1,350,000,000",,,BSD
"BSD, Tangerang Selatan, Banten",980000000.0,3.0,2.0,72.0,15076923.0,"980,000,000",,,BSD
"Serpong, Tangerang Selatan, Banten",1450000000.0,3.0,2.0,130.0,18831169.0,"1,450,000,000",Serpong,Serpong,Serpong
"Pamulang, Tangerang Selatan, Banten",1600000000.0,4.0,4.0,125.0,19047619.0,"1,600,000,000",Pamulang,,Pamulang
"jl.ciputat raya, Ciputat, Tangerang Selatan, Banten",970000000.0,3.0,2.0,65.0,16166667.0,"970,000,000",Ciputat,Ciputat,
"bintaro, tangerang selatan, Bintaro, Tangerang Selatan, Banten",1200000000.0,3.0,2.0,75.0,20000000.0,"1,200,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",1290000000.0,3.0,2.0,90.0,20476190.0,"1,290,000,000",,Bintaro,Bintaro
"Ciputat Timur, Tangerang Selatan, Banten",1600000000.0,2.0,2.0,101.0,25806452.0,"1,600,000,000",Ciputat,Ciputat,
"Bintaro, Tangerang Selatan, Banten",905000000.0,3.0,2.0,65.0,15083333.0,"905,000,000",,Bintaro,Bintaro
"Pamulang, Tangerang Selatan, Banten",760000000.0,3.0,2.0,70.0,12666667.0,"760,000,000",Pamulang,,Pamulang
"Rempoa Raya, Ciputat Timur, Tangerang Selatan, Banten",2950000000.0,4.0,5.0,360.0,7742782.0,"2,950,000,000",Ciputat,Ciputat,
"Bintaro jaya, Bintaro, Tangerang Selatan, Banten",2500000000.0,4.0,2.0,200.0,18518519.0,"2,500,000,000",,Bintaro,Bintaro
"Bintaro, Bintaro, Tangerang Selatan, Banten",1700000000.0,3.0,3.0,125.0,17346939.0,"1,700,000,000",,Bintaro,Bintaro
"Ciputat Timur, Tangerang Selatan, Banten",1500000000.0,2.0,2.0,85.0,17857143.0,"1,500,000,000",Ciputat,Ciputat,
"Cluster Welton, BSD, Tangerang Selatan, Banten",2500000000.0,4.0,3.0,118.0,25510204.0,"2,500,000,000",,,BSD
"Gading Serpong, Gading Serpong, Tangerang Selatan, Banten",1864000000.0,3.0,3.0,125.0,25888889.0,"1,864,000,000",Serpong,Serpong,Gading Serpong
"Jl Graha Raya, Bintaro, Tangerang Selatan, Banten",1100000000.0,3.0,1.0,100.0,15277778.0,"1,100,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",1350000000.0,3.0,3.0,100.0,16071429.0,"1,350,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",2800000000.0,2.0,2.0,152.0,21705426.0,"2,800,000,000",,Bintaro,Bintaro
"Graha Raya, Bintaro, Tangerang Selatan, Banten",1200000000.0,2.0,2.0,54.0,20000000.0,"1,200,000,000",,Bintaro,Bintaro
"Ciputat, Tangerang Selatan, Banten",1800000000.0,5.0,4.0,145.0,14400000.0,"1,800,000,000",Ciputat,Ciputat,
"Jl. palem puri 1, Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",1475000000.0,5.0,4.0,105.0,17559524.0,"1,475,000,000",,Bintaro,Bintaro
"Pakualam, Serpong Utara, South Tangerang City, Alam Sutera, Tangerang Selatan, Banten",5800000000.0,4.0,4.0,240.0,24166667.0,"5,800,000,000",Serpong,Serpong Utara,Serpong
"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",4918000000.0,5.0,5.0,135.0,29449102.0,"4,918,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",2300000000.0,3.0,2.0,120.0,25555556.0,"2,300,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",2500000000.0,2.0,1.0,90.0,18518519.0,"2,500,000,000",,Bintaro,Bintaro
"Jombang Ciputat, Bintaro, Tangerang Selatan, Banten",2900000000.0,4.0,4.0,233.0,6401766.0,"2,900,000,000",Ciputat,Ciputat,Bintaro
"Bintaro Sektor 4, Bintaro, Tangerang Selatan, Banten",2500000000.0,4.0,2.0,160.0,27777778.0,"2,500,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",5800000000.0,3.0,2.0,250.0,12608696.0,"5,800,000,000",,Bintaro,Bintaro
"Pondok Aren, Tangerang Selatan, Banten",1304000000.0,3.0,2.0,72.0,14818182.0,"1,304,000,000",Pondok Aren,Pondok Aren,
"Bintaro, Tangerang Selatan, Banten",3500000000.0,5.0,3.0,250.0,19444444.0,"3,500,000,000",,Bintaro,Bintaro
"Serpong, Tangerang Selatan, Banten",780000000.0,2.0,1.0,42.0,9285714.0,"780,000,000",Serpong,Serpong,Serpong
"Cempaka raya, Ciputat Timur, Tangerang Selatan, Banten",10850000000.0,4.0,5.0,600.0,11793478.0,"10,850,000,000",Ciputat,Ciputat,
". Jl. Bulak wangi 3, Ciputat, Tangerang Selatan, Banten",1400000000.0,3.0,2.0,105.0,18918919.0,"1,400,000,000",Ciputat,Ciputat,
"Jl graha raya, Bintaro, Tangerang Selatan, Banten",2400000000.0,3.0,2.0,110.0,20000000.0,"2,400,000,000",,Bintaro,Bintaro
"BSD, Tangerang Selatan, Banten",4200000000.0,3.0,3.0,200.0,17872340.0,"4,200,000,000",,,BSD
"Jl camar kutilang, Bintaro, Tangerang Selatan, Banten",10500000000.0,4.25,3.5,750.0,14189189.0,"10,500,000,000",,Bintaro,Bintaro
